filename	shopify_handle	shopify_title	label	path	source_url
lndg-strip-cp-flash-sale-0326.jpg	flash-sale	Flash Sale	40% Off Sale	/sale/flash-sale/	https://cdn11.bigcommerce.com/s-r932bs4ubb/images/stencil/original/image-manager/lndg-strip-cp-flash-sale-0326.jpg
arrang-tropical-lndg-21-1500-45-00-bc.jpg	tropical	Tropical Paradise	Tropical	/artificial-flowers-stems-plants-trees/tropical	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-tropical-lndg-21-1500-45-00-bc.jpg
arrang-bestsellers-lndg-21-1500-450.jpg	best-seller-silk-artificial-flower-arrangements	Best Selling Arrangements	Best Selling Arrangements	/best-seller-silk-artificial-flower-arrangements	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-bestsellers-lndg-21-1500-450.jpg
arrang-callalilies-lndg-21-1500-450-c.jpg	calla-lilies	Calla Lilies	Calla Lilies	/calla-lilies	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-callalilies-lndg-21-1500-450-c.jpg
lnd-clearance-sale-50.jpg	clearance-sale-silk-flowers-trees-plants	Clearance	Clearance	/clearance-sale-silk-flowers-trees-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/images/stencil/original/image-manager/lnd-clearance-sale-50.jpg
petals-fall-arrangements-fall-2021.jpg	fall-seasonal-collections	Fall Seasonal Collections	Fall Arrangements	/fall-autumn-silk-flowers-arrangements	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-fall-arrangements-fall-2021.jpg
summer-landing-pg-fla189-ms-b.jpg	seasonal-summer	Summer Seasonal Collections	Summer Arrangements	/full-silk-flower-plants-trees-collection	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/summer-landing-pg-fla189-ms-b.jpg
hol-arrangements-lndgp-1500-450.jpg	holiday-arrangements	Holiday Arrangements	Holiday Arrangements	/holiday-collection/holiday-arrangements/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/hol-arrangements-lndgp-1500-450.jpg
arrang-hydrangeas-lndg-21-1500-450-b.jpg	hydrangeas-silk-flowers	Hydrangeas	Hydrangeas	/hydrangeas-silk-flowers	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-hydrangeas-lndg-21-1500-450-b.jpg
arrang-variety-lndg-21-1500-450-d.jpg	other-silk-arrangement-varieties	Other Arrangement Varieties	Other Varieties	/other-silk-arrangement-varieties	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-variety-lndg-21-1500-450-d.jpg
lndg-spring-flb183-pk-1500.jpg	seasonal-spring	Spring Seasonal Collections	Spring Arrangements	/seasonal-collections/spring	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/lndg-spring-flb183-pk-1500.jpg
collection-gifts-lndg-v2.jpg	gifting	Gifts	Gift Ideas	/send-a-gift	https://cdn11.bigcommerce.com/s-r932bs4ubb/images/stencil/original/image-manager/collection-gifts-lndg-v2.jpg
arrang-orchids-lndg-21-1500-450-c.jpg	orchids	Orchids	Orchids	/silk-artificial-arrangement/orchids	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-orchids-lndg-21-1500-450-c.jpg
arrang-daisies-lndg-21-1500-450-c.jpg	silk-daisies	Daisies	Daisies	/silk-daisies	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-daisies-lndg-21-1500-450-c.jpg
arrang-centerpieces-lndg-1500-450-flb168-rdw-b.jpg	centerpieces	Centerpieces	Centerpieces	/silk-floral-arrangements/centerpieces	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-centerpieces-lndg-1500-450-flb168-rdw-b.jpg
lilies-pl-lndg-21-1500-450.jpg	silk-lilies	Lilies	Lilies	/silk-lilies	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/lilies-pl-lndg-21-1500-450.jpg
arrang-magnolias-lndg-21-1500-450b.jpg	silk-magnolias	Magnolias	Magnolias	/silk-magnolias	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-magnolias-lndg-21-1500-450b.jpg
arrang-peonies-lndg-21-1500-450-c.jpg	silk-peonies	Peonies	Peonies	/silk-peonies	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-peonies-lndg-21-1500-450-c.jpg
arrang-poppies-lndg-21-1500-450.jpg	silk-poppies	Poppy	Poppy Florals	/silk-poppies	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-poppies-lndg-21-1500-450.jpg
arrang-roses-lndg-21-1500-450.jpg	silk-roses	Roses & Ranunculus	Roses & Ranunculus	/silk-roses	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-roses-lndg-21-1500-450.jpg
arrang-sunflowers-lndg-21-1500-450.jpg	silk-sunflowers	Sunflowers	Sunflowers	/silk-sunflowers	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-sunflowers-lndg-21-1500-450.jpg
arrang-tulips-lndg-21-1500-450.jpg	silk-tulips	Tulips	Tulips	/silk-tulips	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-tulips-lndg-21-1500-450.jpg
arrang-zinnias-lndg-21-1500-450-b.jpg	silk-zinnias	Zinnias	Zinnias	/silk-zinnias	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-zinnias-lndg-21-1500-450-b.jpg
wn-summer-26-fla206-mp.jpg	whats-new-silk-floral-plants-trees	New Silk Flower Designs	What's New	/whats-new-silk-floral-plants-trees	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/wn-summer-26-fla206-mp.jpg
bestsellers-main-lndg-21-1500-45-b.jpg	best-seller-silk-flowers-artificial-plants-trees	Best Sellers	All Best Sellers	/best-seller-silk-flowers-artificial-plants-trees	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/bestsellers-main-lndg-21-1500-45-b.jpg
hp-mini-thanksgiving-25-flb897-lng.jpg	thanksgiving-day	Thanksgiving Centerpieces & Florals	Fall & Thanksgiving Centerpieces	/fall-autumn-arrangements-plants-trees-centerpieces/thanksgiving-day	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/hp-mini-thanksgiving-25-flb897-lng.jpg
hol-centerpieces-lndgp-1500-450.jpg	christmas	Holiday Centerpieces	Holiday Centerpieces	/holiday-seasonal-centerpieces-arrangements/christmas	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/hol-centerpieces-lndgp-1500-450.jpg
eoy26-lndpg-c.jpg	end-of-year-sale	End of Year Sale!	End Of Year Sale	/sale/end-of-year-sale/	https://cdn11.bigcommerce.com/s-r932bs4ubb/images/stencil/original/image-manager/eoy26-lndpg-c.jpg
collection-gifts-lndg-v2.jpg	gifting	Gifts	Gifts by Price	/gifts	https://cdn11.bigcommerce.com/s-r932bs4ubb/images/stencil/original/image-manager/collection-gifts-lndg-v2.jpg
hol21-gifts-landing-1500-450.jpg	christmas	Holiday Centerpieces	Holiday Gifts	/holiday-gift-collection/christmas	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/hol21-gifts-landing-1500-450.jpg
collection-gifts-lndg-v2.jpg	gifting	Gifts	Year-Round Gifts	/silk-flower-gift-ideas	https://cdn11.bigcommerce.com/s-r932bs4ubb/images/stencil/original/image-manager/collection-gifts-lndg-v2.jpg
petals-holiday-champagne-elegance-collection-lndgp-1500-450.jpg	champagne-elegance-collection	Champagne Elegance Collection	Champagne Elegance Collection	/holiday-collection/champagne-elegance-collection/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-holiday-champagne-elegance-collection-lndgp-1500-450.jpg
petals-holiday-mixed-eucalyptus-lndgp-1500-450.jpg	eucalyptus-pine-berries-collection	Eucalyptus, Pine & Berries Collection	Eucalyptus, Pine & Berries Collection	/holiday-collection/eucalyptus-pine-berries-collection/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-holiday-mixed-eucalyptus-lndgp-1500-450.jpg
petals-holiday-holly-ivy-berries-collection-lndgp-1500-450.jpg	holly-ivy-berries-collection	Holly, Ivy & Berries Collection	Holly, Ivy & Berries Collection	/holiday-collection/holly-ivy-berries-collection/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-holiday-holly-ivy-berries-collection-lndgp-1500-450.jpg
petals-holiday-jinglebells-collection-lndgp-1500-450.jpg	jingle-bells-collection	Jingle Bells Collection	Jingle Bells Collection	/holiday-collection/jingle-bells-collection/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-holiday-jinglebells-collection-lndgp-1500-450.jpg
petals-holiday-pineberrycedar-lndgp-1500-450-b.jpg	pine-berry-cedar-collection	Pine, Berry & Cedar Collection	Pine, Berry & Cedar Collection	/holiday-collection/pine-berry-cedar-collection/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-holiday-pineberrycedar-lndgp-1500-450-b.jpg
petals-holiday-plush-velvet-poinsettias-pine-berries-lndgp-1500-450.jpg	plush-velvet-poinsettia-pine-berries	Plush Velvet Poinsettia, Pine & Berries	Plush Velvet Poinsettia, Pine & Berries	/holiday-collection/plush-velvet-poinsettia-pine-berries/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-holiday-plush-velvet-poinsettias-pine-berries-lndgp-1500-450.jpg
petals-holiday-winter-white-silver-collection-lndgp-1500-450-hdc423-whs.jpg	winter-white-silver-collection	Winter White & Silver Collection	Winter White & Silver Collection	/holiday-collection/winter-white-silver-collection/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-holiday-winter-white-silver-collection-lndgp-1500-450-hdc423-whs.jpg
plants-floorplants-lndg-21-1500-450-b.jpg	floor-plants	Floor Plants	Floor Plants	/artificial-and-silk-plants/floor-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-floorplants-lndg-21-1500-450-b.jpg
plants-cabinets-lndg-21-1500-450-d.jpg	shelf-and-cabinet-top-plants	Cabinet Top Plants	Cabinet Top Plants	/artificial-and-silk-plants/shelf-and-cabinet-top-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-cabinets-lndg-21-1500-450-d.jpg
plants-tt-lndg-21-1500-450-b.jpg	tabletop-silk-plants	Table & Shelf Plants	Table & Shelf Plants	/artificial-and-silk-plants/tabletop-silk-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-tt-lndg-21-1500-450-b.jpg
plants-bs-lndg-21-1500-45-0.jpg	best-seller-artificial-plants	Best Selling Plants	Best Selling Plants	/best-seller-artificial-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-bs-lndg-21-1500-45-0.jpg
containers-accessories-ldg-21-d.jpg	containers-accessories	Containers, Vases & Accessories	Plant Accessories	/containers-accessories	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/containers-accessories-ldg-21-d.jpg
plants-flowering-lndg-21-1500-450-d.jpg	flowering-silk-artificial-plants	Flowering Silk Plants	Flowering Plants	/flowering-silk-artificial-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-flowering-lndg-21-1500-450-d.jpg
plants-hanging-lndg-21-1500-450-b.jpg	hanging-silk-plants	Hanging Plants	Hanging Plants	/hanging-silk-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-hanging-lndg-21-1500-450-b.jpg
plants-ivy-pothos-lndg-21-1500-450-c.jpg	ivy-pothos-cascading-plants	Ivy & Pothos Plants	Ivy & Pothos Plants	/ivy-pothos-cascading-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-ivy-pothos-lndg-21-1500-450-c.jpg
plants-ferns-lndg-21-1500-450-c.jpg	lifelike-silk-fern-plants	Fern & Grass Plants	Fern & Grass Plants	/lifelike-silk-fern-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-ferns-lndg-21-1500-450-c.jpg
plants-variety-lndg-21-1500-450-b.jpg	other-varieties-silk-plants	Other Plants Varieties	Other Varieties	/other-varieties-silk-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/plants-variety-lndg-21-1500-450-b.jpg
collection-succulents-lndg-1500-450.jpg	succulent-oasis	Succulent Oasis	Succulent & Cactus Plants	/realistic-succulent-cactus-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/collection-succulents-lndg-1500-450.jpg
collection-estate-lndg-21-1500-450-b.jpg	estate-silk-flowers	Estate Florals	Estate Florals	/estate-silk-flowers	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/collection-estate-lndg-21-1500-450-b.jpg
seasonal-fall-lndg-1500-450-flb196-mp-b.jpg	fall-seasonal-collections	Fall Seasonal Collections	Fall	/fall-autumn-view-all/seasonal-collections	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/seasonal-fall-lndg-1500-450-flb196-mp-b.jpg
collection-farmhouse-lndg-21-1500-450.jpg	farmhouse-flowers	Farmhouse Chic	Farmhouse Chic	/farmhouse-flowers	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/collection-farmhouse-lndg-21-1500-450.jpg
collection-garden-lndg-21-1500-450.jpg	garden-inspired-silk-flowers-plants	Garden Inspired	Garden Inspired	/garden-inspired-silk-flowers-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/collection-garden-lndg-21-1500-450.jpg
0-m-landing-poinsettia-plants-1386-main-cta-af2a00.jpg	poinsettia-plants	Silk Poinsettia Plants	Poinsettia Plants	/poinsettia-plants	https://cdn11.bigcommerce.com/s-r932bs4ubb/images/stencil/original/image-manager/0-m-landing-poinsettia-plants-1386-main-cta-af2a00.jpg
hol21-collections-lngpg-1500-450-d.jpg	holiday	Holiday Collection	Holiday	/shop-christmas-silk-flowers-poinsettias-trees/holiday	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/hol21-collections-lngpg-1500-450-d.jpg
collection-southern-lndg-21-1500-450.jpg	southern-inspired	Southern Charm	Southern Charm	/silk-flowers-stems/southern-inspired	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/collection-southern-lndg-21-1500-450.jpg
stems-reimagined-1500-450-2-b.jpg	flowers	Stems	All Stems	/silk-flower-stems/flowers	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/stems-reimagined-1500-450-2-b.jpg
trees-bonsai-lndg-21-1500-450-b.jpg	artificial-and-silk-bonsai-tabletop-trees	Bonsai Trees	Bonsai Trees	/artificial-and-silk-bonsai-tabletop-trees	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/trees-bonsai-lndg-21-1500-450-b.jpg
trees-main-lndg-21-1500-450-b.jpg	artificial-and-silk-trees	Trees	All Trees	/artificial-and-silk-trees	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/trees-main-lndg-21-1500-450-b.jpg
trees-bamboo-lndg-21-1500-450.jpg	bamboo-trees	Bamboo & Palm Trees	Bamboo & Palm Trees	/artificial-and-silk-trees/bamboo-trees	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/trees-bamboo-lndg-21-1500-450.jpg
trees-variety-lndg-21-1500-450.jpg	other-silk-tree-varieties	Other Tree Varieties	Other Tree Varieties	/artificial-and-silk-trees/other-silk-tree-varieties	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/trees-variety-lndg-21-1500-450.jpg
trees-fig-lndg-21-1500-450.jpg	silk-ficus-trees	Ficus & Fiddle Leaf Trees	Ficus & Fiddle Leaf Trees	/artificial-and-silk-trees/silk-ficus-trees	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/trees-fig-lndg-21-1500-450.jpg
bestsellers-trees-lndg-21-1500-45-0.jpg	best-seller-silk-artificial-trees	Best Selling Trees	Best Selling Trees	/best-seller-silk-artificial-trees	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/bestsellers-trees-lndg-21-1500-45-0.jpg
hol21-xmastrees-lndgp-1500-450.jpg	holiday	Holiday Collection	Christmas Trees	/christmas-trees/holiday	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/hol21-xmastrees-lndgp-1500-450.jpg
containers-ldg-21-d.jpg	tree-containers	Tree & Plant Containers	Plant & Tree Containers	/containers-accessories/tree-containers/	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/containers-ldg-21-d.jpg
trees-main-lndg-21-1500-450-b.jpg	shipshape-value-priced-trees	Ship-Shape Trees	Ship/Shape Trees	/shipshape-value-priced-trees	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/trees-main-lndg-21-1500-450-b.jpg
trees-maple-aralia-lndg-21-1500-450.jpg	silk-maple-plants-trees-wreath	Silk & Artificial Maple & Aralia Trees	Maple & Aralia Trees	/silk-maple-plants-trees-wreath	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/trees-maple-aralia-lndg-21-1500-450.jpg
wreaths-summer-main-wra258-mp.jpg	artificial-wreaths-garlands	Wreaths	All Wreaths	/artificial-wreaths-garlands	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/wreaths-summer-main-wra258-mp.jpg
petals-fall-wreaths-garland-swags-cat-collection-v2.jpg	fall	Fall & Autumn Wreaths & Swags	Autumn Wreaths & Teardrops	/silk-wreaths-and-garlands/fall	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/petals-fall-wreaths-garland-swags-cat-collection-v2.jpg
lnd.holiday-flash-25off-wreaths-sale-b.jpg	holiday-christmas	Holiday Wreaths, Garlands & Teardrops	Holiday Wreaths, Teardrops & Garlands	/silk-wreaths-and-garlands/holiday-christmas	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/lnd.holiday-flash-25off-wreaths-sale-b.jpg
